13650,Martin Scorsese
13652,Caroline Aherne
13670,Theresa May
13677,ONE Campaign
13694,Rob Simmons
13697,Bill de Blasio
13699,State health agency
13704,Alberto Fujimori
13707,Sutherland Shire
13709,Mo Farah
13715,United States Secretary of Defense
13717,Christophe Lemaitre
13718,Ferdinand de Lesseps
13722,Biscayne Bay
13723,Reena Ninan
13724,Department for Education
13741,Fareed Zakaria
13746,2003-03-30
13750,Central Park Zoo
13751,Aaron Belkin
13756,Arthur Sinodinos
13759,David Silverman (animator)
13761,Westfield Horton Plaza
13762,Arunima Lamsal
13769,Junichirō Koizumi
13773,2016-W40-WE
13775,Rod Blagojevich
13776,2016-04-19
13785,Xinjiang
13789,Christopher Catrambone
13790,University of Akron
13793,Beatrix of the Netherlands
13794,United States House Permanent Select Committee on Intelligence
13802,Mayfair
13803,Lima
13806,2024
13809,2029
13813,Inger Støjberg
13814,"David Wilson, Baron Wilson of Tillyorn"
13818,Dallas Mavericks
13820,Benjamin Disraeli
13822,2017-03
13824,Ar-Rutbah
13829,Barbara Walters
13835,Ahmad Fathi Sorour
13848,Jacek Kurski
13852,Mark Twain
13856,Border Force
13858,2015-07-05
13862,South Yorkshire
13866,Merrick Garland
13869,2016-07-12TMO
13880,Imperial War Museum
13888,Michoacán
13894,David Shulkin
13903,Sultanbeyli
13910,Panama City
13912,"Urbana, Illinois"
13917,1776-07
13918,2016-07-20TMO
13922,Victoria Derbyshire
13923,"Canton, Ohio"
13924,Russell Square tube station
13925,Héctor Luis Palma Salazar
13932,National Cannabis Industry Association
13938,Les Roberts (epidemiologist)
13943,Avner Shalev
13945,Sadr City
13949,Leopoldo López
13958,Yasuji Okamura
13960,Otto Kraul
13965,North Middlesex Hospital
13974,Strasbourg
13977,CERN
13980,Leslie Sanchez
13983,Central Intelligence Agency
13987,2000-06
13988,2013-06
13989,Chitral
13993,New Hampshire Republican State Committee
13997,United States Department of Defense
14007,Braxton Bragg
14010,Bank of England
14015,California Science Center
14018,Vienna
14022,Alp Mehmet
14027,"Albany, New York"
14055,Red Sea
14057,Michael Caine
14059,Sonja Lyubomirsky
14062,Ed Husain
14065,Graham Brady
14069,Paul McKenna
14079,Northwest Airlines
14085,Amy Adams
14092,2012-06
14095,Gulshan Devaiah
14099,2016-07-02T09:37
14104,2016-04-27T18:30
14107,Léopold Bellanger
14108,Dunya Maumoon
14118,Norris Green
14119,Lapo Elkann
14122,Ross Hart
14123,Mahbub Alam (politician)
14128,Lviv
14131,London Borough of Hillingdon
14135,"Forestville, New South Wales"
14139,Jean-Sébastien Jacques
14142,The Ad Libs
14155,Jake LaMotta
14160,John Prescott
14164,Pierre Rabhi
14177,Portugal
14179,Michelangelo
14188,John Hutson
14189,Government of the United Kingdom
14198,"Watauga County, North Carolina"
14201,Jack Whitehall
14207,Mike Hedges (politician)
14210,CVS Pharmacy
14220,Roy Perry
14222,De Havilland
14235,1833
14236,"Roanoke, Virginia"
14240,Oval Maidan
14245,Mohamed A. El-Erian
14247,Waldorf Astoria New York
14255,James W. Wagner
14256,Cabinet Office
14259,Oregon
14263,"California State University, San Bernardino"
14266,Andrew Gimson
14271,Adel al-Jubeir
14275,Molise
14278,Dennis Skinner
14280,Football Federation Australia
14294,Van Nuys Airport
14295,Bartley Green
14306,Division of Flynn
14307,Maeve Binchy
14309,Norfolk International Airport
14313,2016-W30
14323,"Burbank, California"
14324,Udine
14327,Robert Fry
14341,Huw Ceredig
14343,"Williamsburg, Virginia"
14348,Chris Evans (actor)
14361,American Bridge Company
14367,Princeton University Press
14369,Glasgow Airport
14378,2016-07-15TNI
14382,Siobhan Benita
14384,"Omaha, Nebraska"
14385,Rick Snyder
14391,Sidon
14394,Frank Sharry
14405,Malaysia Airlines
14406,Midyat
14411,Bahan Township
14413,Henry McLeish
14420,Tabah Foundation
14426,Beirut
14430,Brávellir
14450,Tomislav Nikolić
14457,2016-08-04TMO
14474,John Heilpern
14482,Pierre Trudeau
14484,Jack Dromey
14491,PayPal
14492,2010 Portland car bomb plot
14494,2016-06-28T05:45
14495,Marilyn Monroe
14513,"Picadilly, New Brunswick"
14516,Treasury Select Committee
14528,Newton N. Minow
14541,2002-FA
14542,Stanley Baldwin
14544,"Cleveland, England"
14551,Marseille
14559,2016-07-05T08:00
14562,Heath Slater
14565,Gwen Wallace
14567,Chris Keates
14572,Cincinnati Reds
14579,Eric Massa
14583,South Sudan
14588,Oman
14590,Great Britain Davis Cup team
14592,Paul Staines
14599,Howie Carr
14604,Joseph Conrad
14610,Durham University
14615,Meuse
14626,Baltimore City Circuit Courthouses
14632,2014-03-08
14639,Badakhshan Province
14643,"Yatta, Hebron"
14648,1954
14649,"Palo Alto, California"
14650,2016-08-13T14:00
14657,Kim Jong-un
14666,Mexico City
14672,Tzipi Livni
14678,Hakeem Jeffries
14683,Maceió
14690,Yamagata Prefecture
14695,"John T. Noonan, Jr."
14696,"Charleston, South Carolina"
14697,"Laurel, Maryland"
14702,2016-05-03
14703,David Bergeron
14711,Tajikistan
14713,Faith Hill
14714,Ricardo Osorio
14716,Antanas Guoga
14717,Jiangsu
14720,Mateusz Morawiecki
14736,Jon Allen (musician)
14751,Ralph Coates
14761,David Morgan (trade unionist)
14764,Martin Amis
14771,Monsieur
14775,Ventotene
14781,Flathead National Forest
14791,Moray (Scottish Parliament constituency)
14793,2016-07-16TMO
14800,Organization of American States
14801,Uganda
14802,Barrow-in-Furness
14804,"Grosse Pointe Farms, Michigan"
14810,Scotland Yard
14813,2016-06-27T21:30
14817,Makuti
14819,Moscow
14823,2005-05
14835,Kensington Palace
14836,Jeff Mauro
14837,WAFB
14844,Anders Lindström
14852,Joint Typhoon Warning Center
14858,Qantas
14871,WCCO (AM)
14885,Hilary Benn
14888,Giancarlo Stanton
14895,"Sioux City, Iowa"
14896,2016-07-02T19:00
14901,Oldham
14906,Rui Chenggang
14916,Karl Erjavec
14917,2016-07-09T13:00
14919,2016-11
14931,Chicago Bears
14932,"Van Nuys, Los Angeles"
14937,Murray Gell-Mann
14943,Care Quality Commission
14951,Pavlo Skoropadskyi
14952,Parag Khanna
14960,"Whitewood, South Dakota"
14963,William Hill (bookmaker)
14978,Fricourt
14983,Ed Davis (basketball)
14987,Ankara
14992,"Zoltán Kovács (footballer, born 1973)"
14994,Louise Hunt
14997,2007-02-12
15003,Graham Perrett
15005,Socialist Party (France)
15026,Claudius Mamertinus
15028,Rochdale
15031,Coalition (Australia)
15044,Kingdom of Great Britain
15046,Wail al-Shehri
15048,Shankill Road
15054,Brian Snitker
15056,Cairo International Airport
15060,Paddys River (Australian Capital Territory)
15064,2000-02
15071,Roman Catholic Diocese of Altoona–Johnstown
15073,Kosuke Hagino
15074,Harvard Medical School
15078,Tony Kornheiser
15086,Paris Saint-Germain F.C.
15087,1785
15092,Steve Scalise
15094,James Briggs (musician)
15095,Elizabeth Wilmshurst
15102,Grimstone
15104,Donald Sterling
15106,Baghdad
15107,Pozzilli
15109,2016-07-10
15112,Francis Crick Institute
15123,Gary Younge
15127,Anatolia
15131,Jim Sillars
15132,Gough Whitlam
15135,James Chuter Ede
15138,"Bayonne, New Jersey"
15140,W. G. G. Duncan Smith
15143,Dui Hua Foundation
15152,Maine
15157,Vanita Gupta
15162,James Watson
15166,University of Oklahoma
15170,Boston Symphony Orchestra
15171,Francesca Immacolata Chaouqui
15172,Playtech
15173,Peter Sagan
15177,Brussels-South railway station
15180,Jason Miller (fighter)
15192,Glastonbury Tor
15200,James Heappey
15203,"Point Loma, San Diego"
15204,Demi Lovato
15207,Germany
15208,1977-03-27
15210,"Cascade County, Montana"
15216,Jens Stoltenberg
15240,2016-06-30T11:00
15245,Andrew Bartlett
15256,Bangladesh Hindu Buddhist Christian Unity Council
15261,Nazi Germany
15264,Cabinet (government)
15269,CBRE Group
15273,Ann Clwyd
15277,2016-07-08T02:30
15294,Libya
15304,Times Square
15316,Civilian Conservation Corps
15322,Ministry of Civil Affairs
15323,Academi
15324,2009-10-01
15331,Sean Connery
15332,"Tripoli, Lebanon"
15333,United Steelworkers
15335,Bunce Island
15354,Chris Garver
15357,Ballarat
15364,Jed S. Rakoff
15366,Amanda Spielman
15370,Peter Armstrong (priest)
15372,Michael Perry (software engineer)
15374,Glenn Stevens
15375,Farouk of Egypt
15376,Thomas Sanderson (Saskatchewan politician)
15379,American Broadcasting Company
15380,1863
15387,Greg Barton
15413,Jim Hunt
15417,2009-10
15419,Lund
15424,2004-05
15437,Sara Ganim
15440,United States Secret Service
15448,Camp (style)
15464,Peng Shuai
15466,Helen Donaldson
15485,NDTV
15486,Ku Klux Klan
15487,Supreme Court of the United States
15489,1913
15503,Imtiaz Ali (director)
15506,Secret Intelligence Service
15523,Charles Perry (Texas politician)
15525,Justice Party (India)
15526,Republic of Macedonia
15543,2016-07-16
15550,The Hurlingham Club
15555,Kadir Nelson
15562,George Mason University
15566,2016-07-05
15569,William L. Spicer
15571,Rachel Martin (broadcast journalist)
15575,Aaron Burr
15576,Wayne Swan
15577,John Muiruri
15588,Adolf Hitler
15592,Gordon Reid (governor)
15598,1981
15605,Gracie Mansion
15611,FC Zenit Saint Petersburg
15612,Marcus Junius Brutus the Younger
15630,Indian Ocean
15632,Caroline Kennedy
15634,Margaret Long Wisdom High School
15647,David Fleming (writer)
15651,Berlin Wall
15653,Chito Gascon
15657,Tommy Franks
15659,2016-07-04
15665,2004-06
15670,Andrea Mitchell
15689,Louvre
15692,Eugenie Bouchard
15694,David Miliband
15696,2017-08
15704,Ipswich Crown Court
15713,South West England
15720,Bernie Sanders
15727,Katerina Rohonyan
15729,Thames Valley Police
15730,"Denham, Western Australia"
15737,2016-08-25TMO
15738,Los Angeles County Sheriff's Department
15740,Christopher Columbus
15742,French Polynesia
15744,Shona Robison
15750,2015-08-09
15751,Roger Bacon
15757,Supreme Court of the United Kingdom
15758,Nouakchott
15760,International Labour Organization
15764,Liverpool
15769,Sam Brownback
15773,John Berry (administrator)
15775,Brunel University London
15779,Lewisham East (UK Parliament constituency)
15791,Steve Harris (musician)
15792,West Midlands (region)
15797,Patty Murray
15800,James Van Allen
15801,RIA Novosti
15808,Baja California
15809,Ryan Zinke
15816,Zaventem
15817,1750-03
15819,Mallika Kapur
15824,Birmingham
15836,Tatyana Lysenko
15840,Sarah Labowitz
15841,Laos
15842,Roger De Coster
15854,1916-11-18
15855,George Charamba
15858,Paul Bremer
15872,Scarlett Johansson
15873,"Oshkosh, Wisconsin"
15874,Droemer Knaur
15877,Nicky Wilson
15880,Melinda Gates
15885,China Central Television
15886,2016-07-02T01:40
15888,Galveston Bay
15892,Hilmi Volkan Demir
15902,Philippe Sands
15907,Steven Brill (scriptwriter)
15911,John Witherow
15923,Nguyễn Tấn Dũng
15934,Steve Oroho
15939,Equatorial Guinea
15941,Michael Weiss (swimmer)
15943,2016-07-06TMO
15951,Cleveland Arena
15956,Halla Tómasdóttir
15966,Doug Peterson (politician)
15970,Pedro Segarra
15972,Jeff Weaver
15976,Imperial Service Troops
15977,Dan Pender
15981,2015-06-24
16017,"Taylor Square, Sydney"
16018,2016-07-04T20:18
16020,European Athletic Association
16022,1226
16023,Nathan Lane
16027,Rodrigo Duterte
16032,Steve Coogan
16041,William Cohen
16051,University of Virginia
16053,1777
16055,Busch Gardens
16056,Circuit Court of Cook County
16058,Georgia Department of Corrections
16063,2016-07-08TAF
16080,Pradip Kumar Banerjee
16098,James Purnell
16110,William H. Macy
16115,JPMorgan Chase
16118,Khalid Latif (cricketer)
16123,Courtney Love
16124,Katie Boulter
16134,2016-07-13T07:40
16136,Christian Dior
16137,Ramzy Ezzeldin Ramzy
16138,Iman (model)
16140,Jamal Khashoggi
16141,University of Miami
16148,2016-07-20TNI
16152,Ed Lee (politician)
16157,2016-06-25T08:00
16158,2012-SU
16162,AT&T
16163,Special Broadcasting Service
16168,Björk
16170,Otto Sackur
16173,Santa María Huatulco
16174,Frank Coonelly
16180,2016-01-17
16181,Kevin-Prince Boateng
16183,Juba
16184,Brooklyn Cruise Terminal
16185,PZ Myers
16190,Thomas J. Reese
16191,UBS
16195,0100
16197,Hendro Scholtz
16201,David Butler (director)
16204,Charles Walker (British politician)
16207,Jessica Unruh
16212,Olympique de Marseille
16219,Naval Special Warfare Center
16222,Moulsford
16223,2016-10-06
16225,William McKinley
16226,2015-Q1
16231,Del Wilber
16235,Darren Chester
16243,2016-06
16257,Albert Einstein
16262,Don Dahler
16265,Venice Commission
16267,Ted Strickland
16273,1916-06
16278,2020-03
16279,Dany N'Guessan
16280,San Diego Zoo
16283,2016-12-19
16291,Durham Constabulary
16297,Andrew Bridgen
16309,Black Lives Matter
16310,Paul Chambers
16312,Louis Bacon
16316,John Roberts
16318,Billy Joe Shaver
16334,The Middleman
16335,Mark Bickley
16336,Regis Philbin
16343,Karolinka
16346,Beryl Evans
16348,Sealaska Corporation
16351,John Isner
16352,Renée Zellweger
16353,Michel Temer
16356,James Vacca
16357,Osama bin Laden
16366,KMGH-TV
16371,Margie Abbott
16373,Victoria Police
16376,Ralph Ellis (painter)
16381,Institute of Scrap Recycling Industries
16389,James B. Stewart
16402,Andrew Grove
16412,Albert del Rosario
16419,2015-11-16
16432,Salvador Sánchez Cerén
16435,1862
16452,Asia-Pacific
16466,Nick Xenophon Team
16473,Jack Abramoff
16481,"Scranton, Pennsylvania"
16484,West Midlands (European Parliament constituency)
16487,Shashank R. Joshi
16489,Liberal National Party of Queensland
16491,1948-07-05
16500,2016-07-07T20:42
16502,Steve Cohen
16506,Cúcuta
16514,Benevolent Society
16518,Jayrud
16519,Kellyanne Conway
16534,1888
16536,Jack Kemp
16544,Angela Eagle
16546,William Wragg
16553,George Stephanopoulos
16555,The Republicans (France)
16556,Topshop
16559,Sheila Jackson Lee
16566,Trish Adudu
16570,Sea Shepherd Conservation Society
16575,2016-05-10
16581,"Mary, mother of Jesus"
16582,N'Golo Kanté
16587,2004-05-17
16588,Alex Wagner
16590,Bucharest
16599,Union Cycliste Internationale
16603,"Monessen, Pennsylvania"
16609,Presidential Commission (United States)
16611,"Jim McKenzie (ice hockey, born 1984)"
16612,North Yorkshire
16627,David Speers
16631,Wynwood
16636,Tottenham Hotspur F.C.
16646,Jacqui Lambie
16648,Darrell Issa
16649,Thomas A. Shannon Jr.
16650,Mike Gallagher
16655,Anne McCue
16658,British Asian Trust
16660,Muhyiddin Yassin
16661,Samantha Lewthwaite
16666,Nanyang University
16675,Supreme Court of Justice of the Nation
16682,2016-11-13
16693,Helmut Kohl
16694,Cornwall County Constabulary
16697,Jersey Girls
16704,Al-Raqqah
16708,Bulacan
16714,Department of Health (United Kingdom)
16717,Faulkner State Community College
16718,Shivraj Singh Chouhan
16725,Utah
16737,United States Department of Labor
16747,Old Trafford
16748,Postal Savings Bank of China
16752,Thames Magistrates' Court
16753,George Maney
16757,University of Montpellier
16762,"Magdalen College, Oxford"
16766,2016-08-12TNI
16769,Alexander Hamilton
16772,El Al
16773,A. M. Rosenthal
16774,National Council for Voluntary Youth Services
16789,2016-07-25TMO
16795,Tim Lister
16799,Kerem Shalom
16802,2016-02-24
16811,François Molins
16823,Le Touquet
16825,Temporary Assistance for Needy Families
16826,Warsaw
16830,Abd Rabbuh Mansur Hadi
16831,Tunis Afrique Presse
16849,1450
16850,Peter Hain
16851,Chittagong Metropolitan Police
16860,"Lucy Neville-Rolfe, Baroness Neville-Rolfe"
16863,"Irving, Texas"
16881,Luxembourg
16885,Calhoun State Prison
16886,"Bullsbrook, Western Australia"
16891,Central Weather Bureau
16903,Danilo Türk
16914,Michael Foster (Worcester MP)
16926,Jobe Watson
16932,Carol Burnett
16933,Charleroi
16936,2007-07
16942,1916-10-27
16946,Mark Takai
16955,Burt Reynolds
16957,Muhammad bin Nayef
16971,Home Office
16979,Las Vegas Metropolitan Police Department
16981,Red Lake Senior High School
16982,Jim Doyle
16986,California State Assembly
16989,Pedro Barrientos
16994,Erin Kelly
16995,Helen O'Connell
16998,Lance Armstrong
17001,Burgas
17003,"Brownsville, Texas"
17004,Andrea Echeverri
17021,"Beni, Democratic Republic of the Congo"
17022,2016-06-20
17027,International Union of Sex Workers
17029,Suncorp Group
17030,North Dagon Township
17037,Democratic Party (United States)
17039,Igor Sysoev
17049,"Dickson, Australian Capital Territory"
17050,University of Richmond
17057,2014-08
17059,Hugh Grant
17064,Egypt
17065,Australian Broadcasting Corporation
17071,Brian G. Hutton
17072,Fatimah
17073,Jim Sciutto
17079,Verizon Communications
17093,Kathryn Evans
17097,"Neufeld, California"
17098,Sitting Bull
17099,Advocate Lutheran General Hospital
17107,Gladstone LNG
17108,Museum of Modern Art
17118,Tyneside
17124,1908
17131,Woodrow Wilson International Center for Scholars
17132,Momi Zafran
17134,Abdel Fattah el-Sisi
17141,Johannes Brahms
17143,Hobart
17169,Independence Party of New York
17170,Thomas Chatterton
17176,2016-06-23
17177,2003-01-16
17178,San Fermin (band)
17181,Antalya
17184,Pauline Hanson's One Nation
17189,Furness Railway
17192,2016-08-06TMO
17202,Kazakhstan
17206,Howe Island
17207,WMC-TV
17215,"Lee County, Florida"
17216,Iran
17220,Hannah Williams (actress)
17222,Tigris
17232,Sara J. Bloomfield
17235,OPEC
17236,Benjamin Netanyahu
17237,Danny Dorling
17247,Vladimir Lenin
17249,Samuel Alito
17258,Badr Organization
17267,Las Palmas
17275,Joseph C. Wilson
17279,Big Moe
17281,Arab Socialist Ba'ath Party – Iraq Region
17283,Mary Anne Franks
17291,Rick Edwards
17299,Royal Melbourne Hospital
17308,Hu Jintao
17317,Garrett Morris
17318,Capital Economics
17320,Isaac Asimov
17322,Jean Giraudoux
17325,Pete Doherty
17329,Bank of America Merrill Lynch
17338,"St. Lucie County, Florida"
17342,Newark Liberty International Airport
17347,Hampshire Constabulary
17351,Issa Rae
17352,1870
17354,Lucio Ángel Vallejo Balda
17356,Li Heping
17361,Andrew Wilkie
17376,John Dolan (writer)
17378,"Marlow, Buckinghamshire"
17388,Carl Lewis
17390,Fatih Sultan Mehmet Bridge
17395,Jhenaidah District
17398,François Mauriac
17399,Mozambique
17400,Charlie Evans (American football)
17402,Royal Bank of Canada
17404,"Dyker Heights, Brooklyn"
17408,Florida State University
17410,2014-04
17415,Bernard Madoff
17417,Nino Burjanadze
17423,National College of Arts
17427,Charlie Gerow
17431,Korean Confederation of Trade Unions
17434,Feng Yuxiang
17438,Julie Bishop
17439,Yamadera Station
17445,DBS Bank
17446,Melania Trump
17450,2017-01-31
17454,Ruth Nankabirwa
17477,Robin Wright
17480,Jarryd Hayne
17483,John Hardy (aviator)
17491,Damon Winter
17494,Riyan Airport
17497,Saloum
17506,Chiapas
17513,Tunis University
17539,Mark Bailey (politician)
17542,Saint George
17545,Bryan Stevenson
17555,Holden Chow
17556,New York City Landmarks Preservation Commission
17559,Anne Hidalgo
17563,Mark Payne (basketball)
17566,New People's Party (Hong Kong)
17579,1974
17582,Andraé Crouch
17588,"Culver City, California"
17593,Martin Gardner
17597,Deutschlandfunk
17598,2014-11-16
17612,Rachel Sylvester
17618,Syrian Army
17625,Indira Gandhi
17627,Chris Cillizza
17634,Charles Wyplosz
17637,2015-09-11
17648,Hong Kong National Party
17672,Juan Carlos García (Honduran footballer)
17677,Bob Harmon
17686,Center for Civilians in Conflict
17689,Fernando Gil
17702,2016-07-02T05:30
17708,"Sacramento, California"
17716,2016-07-28T08:40
17720,Malcolm Roberts
17722,2015-04
17732,Goro Azumaya
17742,Chinese Super League
17746,2016-06-26TAF
17747,Eiffel Tower
17748,2016-12-26
17752,Teresa May
17756,Martin Gilbert
17758,Fifth Avenue Synagogue
17760,Jim Hightower
17765,Philadelphia Eagles
17772,Michael Botticelli (civil servant)
17779,Hinkley Point
17782,1940-05-10
17784,Bari
17786,Istanbul Atatürk Airport
17790,British Empire
17795,FC Shakhtar Donetsk
17796,Tommy Sheppard
17797,Ahmed Omar Abu Ali
17799,Paul Ince
17803,Laura Kuenssberg
17814,Faraaz Kazi
17815,"Belchertown, Massachusetts"
17822,Pamela Geller
17826,Taneti Mamau
17828,Douglas Flint
17830,Chris Denning
17836,Suzanne Evans
17839,Numa Denis Fustel de Coulanges
17841,Lake Tanganyika
17847,Center for American Progress
17852,Guanabara Bay
17853,Aam Aadmi Party
17863,2016-07-25TNI
17865,2016-07-31TMO
17868,Hammersmith Hospital
17873,Ahmad Shah Massoud
17878,Solidarity (Polish trade union)
17879,"Laj, West Azerbaijan"
17880,"Wau, South Sudan"
17884,National Front Party (Libya)
17907,Ellen MacArthur Foundation
17913,2016-06-13
17916,Paris School of Economics
17921,Annual general meeting
17924,2016-07-09T11:30
17926,Christopher Dandeker
17944,Joe Biden
17956,Okinawa Prefecture
17960,Western Conservative Summit
17961,Geneva
17962,Pemba Island
17964,RTL (French radio)
17971,Rube Foster
17975,Ramadi
17977,Vilnius
17988,SAP SE
17992,2016-07-02T10:00
17996,Arthur Conan Doyle
17997,Airport Authority Hong Kong
17998,National Liberation Army (Colombia)
17999,Botafogo de Futebol e Regatas
18002,"Cave Creek, Arizona"
18005,Andy Thomas
18014,Justine Greening
18015,Jack Conger
18022,2015-11-26
18026,Catholicism
18031,WSB-TV
18034,Cecilia Malmström
18035,Wolf Blitzer
18037,Ryutaro Hashimoto
18040,Dallas
18047,1916-12
18048,Jean-Loup Dabadie
18049,National Transportation Safety Board
18053,Alexander McQueen
18056,Louie Gohmert
18058,Benazir Bhutto
18071,"Thornlie, Western Australia"
18072,T. D. Jakes
18075,National Association of Head Teachers
18076,Coney Island
18082,2016-W33-WE
18083,R. Nicholas Burns
18091,Abu Dhabi
18101,John Cabot University
18105,Philippine Navy
18120,Suez Canal
18149,Carlton W. Reeves
18159,Erick Erickson
18163,Goldman Sachs
18164,Miguel Ángel Félix Gallardo
18166,Poole
18172,Michael Foot
18175,John Sawers
18178,John Katko
18182,Catalina Foothills Unified School District
18186,Vivek Murthy
18203,Tony Blair
18208,Port of Manila
18209,Liberal Party of Canada
18213,Costa del Sol
18214,St Mary Abbots
18221,Betty McCollum
18222,Chigwell
18232,2003-03-21
18234,2016-08-01TNI
18248,University of Louisville
18253,RAF Cranwell
18255,NSU Motorenwerke
18256,Army of Islam (Gaza Strip)
18257,William McCrea (politician)
18265,Robert Quigg
18273,Aksaray
18275,2016-11-01
18285,Rosen Plevneliev
18288,Florida Highway Patrol
18291,Desmond Tutu
18298,André Luiz Silva do Nascimento
18304,2016-07-08T21:00
18308,Frank Mascara
18314,Caesars Entertainment Corporation
18318,Micronesia
18325,Luke Howarth
18328,2013-01
18330,"Logan County, Arkansas"
18331,Rupert Murdoch
18340,1927
18343,Abellio Greater Anglia
18346,Mahmood Sariolghalam
18351,Nissan
18363,Doug Slade
18365,2011-08
18366,Hamid Dabashi
18367,Earth
18374,2016-06-29T17:53
18377,Derek Dougan
18386,Tuskegee Airmen
18387,Nidal Hasan
18388,Reid Ribble
18392,Otniel
18395,Steve Claridge
18397,London Labour Party
18408,Human Rights Campaign
18410,Erskine May
18412,Chris Nineham
18414,James Skea
18416,Sandford Fleming
18418,Alexis Tsipras
18420,Palmer United Party
18421,Robin Dunbar
18430,Casey Kasem
18434,Mike Reid (singer)
18435,Doris Lessing
18443,Milton Hershey School
18444,Ferran Adrià
18447,Tex Rickard
18454,Johnny Burke (lyricist)
18459,Mike Archer (paleontologist)
18461,Christopher Walken
18464,Mark Cavendish
18467,Rafael Nieves
18476,Everytown for Gun Safety
18477,2016-07-04T23:19
18478,"Jensen Beach, Florida"
18482,Singapore General Hospital
18491,"Lake Isabella, California"
18493,Andrew Lansley
18497,2016-07-13
18507,2003-03-23
18515,Ted Cruz
18522,Roy Hodgson
18524,Graeme Ruxton
18528,Artisan Entertainment
18530,Alan Toovey
18532,Glenn Greenwald
18539,Bertín Osborne
18552,Leonid Slutsky (politician)
18559,Fresh Start Project
18567,Fred Wertheimer
18568,John F. Campbell (general)
18569,1990
18592,Chris Froome
18596,Boston College
18600,"Jean-François de Galaup, comte de Lapérouse"
18606,Vancouver
18610,Nathaniel Woodard
18611,2014-04-19
18612,J. C. Watts
18618,Qiqihar
18619,Sedgefield (UK Parliament constituency)
18626,Smith & Wesson
18630,Pete Seeger
18632,Quds Force
18633,2016-03-27
18643,Delta State
18644,Gary Haugen
18645,David Beckham
18650,Mark Zandi
18658,Institute for the Study of War
18661,Luiz Inácio Lula da Silva
18663,Taliban
18678,Algeria
18679,David Picão
18684,The Royal British Legion
18686,Mohammed Masoom Stanekzai
18692,2025
18702,2016-08-13TMO
18711,CBS Interactive
18723,Belize City
18724,Franklin D. Roosevelt
18728,Barron Hilton
18731,Lega Nord
18734,Pacific Motorway (Brisbane–Brunswick Heads)
18736,Indo-Tibetan Border Police
18739,1874
18743,"Kissimmee, Florida"
18746,2017-03-26
18753,Philip Hampton
18763,Tim Scott
18765,Oaxaca
18777,Mouscron
18782,University of Tennessee
18787,Pittsburgh Pirates
18809,Abraham Cooper
18810,Gerald B. Lefcourt
18814,Mike Jackson (British Army officer)
18815,Enrico Rossi (cyclist)
18826,Lake Okeechobee
18827,Michael Mark (actor)
18830,TriMet
18846,Leslie Jones (comedian)
18853,David Omand
18854,1944-04-15
18855,Bangladesh Army
18865,Khalid Sheikh Mohammed
18876,Didier Lombard
18881,Oakland Police Department
18894,Supreme Court of Virginia
18895,George Washington Bridge
18900,Cathay Dragon
18907,Baltic states
18917,Jupiter Artland
18926,Merano
18938,Moses Ali
18948,Airbnb
18954,Osterley Park
18961,Nicolas Cage
18963,Christina McHale
18967,Matt Chojnacki
18970,Missouri
18972,Melvin Ember
18978,1933
18979,Thames Estuary
18985,2016-05-30
18987,Lindsey German
19000,Martin Linton
19011,José Mourinho
19021,Matthew Graves
19034,Mic (media company)
19044,Robert Hill (Australian politician)
19045,Masha Gessen
19046,Altiplano
19052,Muqtada al-Sadr
19055,Cedric Richmond
19059,Rome
19060,Abbas Razavi
19064,Hollywood Walk of Fame
19069,National Security Agency
19076,Nuclear Suppliers Group
19078,Milwaukee Brewers
19085,Kevin Bacon
19086,F. Scott Fitzgerald
19089,Helen Shapiro
19091,"Cle Elum, Washington"
19094,Daniel Akerson
19100,Liaison Office of the Central People's Government in the Hong Kong Special Administrative Region
19104,Dominican Republic
19110,Thomas Kean
19118,Oyu Tolgoi mine
19121,2016-W34-WE
19126,Corrine Brown
19133,Terrence Howard
19134,Avdiivka
19136,Paris
19142,West Jerusalem
19145,Alien (law)
19152,Alejandro Velasco Astete
19153,Michael Phillips (critic)
19154,University of Hong Kong
19162,Silicon Valley
19169,Tanveer Ahmed (boxer)
19171,Edinburgh
19179,Herbert Brownell Jr.
19180,Lyn Coleman
19181,Bhilwara
19196,Peter Henning (Physiker)
19197,Lamar Odom
19219,David Singleton
19222,2016-08-23T17:22
19224,Taylor Nelson Sofres
19225,Niccolò Machiavelli
19226,Joanna Lumley
19228,Gabrielle Union
19232,Nimr al-Nimr
19240,Utah State Senate
19247,2012-07
19248,"Alan West, Baron West of Spithead"
19261,2016-W32-WE
19263,West Bank
19264,Volaris
19266,Abu Musab al-Zarqawi
19278,Vicky Peláez
19279,Tom Newton Dunn
19283,Washiqur Rahman Babu
19284,Dalston
19287,Patrik Baboumian
19290,"Killeen, Texas"
19297,Linda Evans
19298,Sennwald
19299,Elena Kagan
19300,Gary Bell (footballer)
19304,Timothy Garton Ash
19309,Nine Network
19310,"Williamsburg, Brooklyn"
19311,2016-07-24TNI
19316,Ayelet Shaked
19318,G. Terry Madonna
19320,Global F.C.
19331,Kitili Maluki Mwendwa
19336,"Paisley, Renfrewshire"
19338,Jared Lee Loughner
19339,Sugam Pokharel
19342,William P. Hobby Airport
19350,The Trevor Project
19360,North Berwick
19365,Kyaw Zaw
19366,Toulon
19369,2016-07-26TEV
19372,2009-01-20
19381,Leather Charm
